"NAME","Year","Total_Avg_Annual_Pay_Total","Total_Avg_Annual_Pay_Black_Business","Total_Avg_Employees_Total","Total_Avg_Employees_Black_Business","Total_Sum_of_Firms_Total","Total_Sum_of_Firms_Black_Business"
"Little Rock-North Little Rock-Conway, AR Metro Area",2020,301610.202976996,94.3571428571429,7581.61028416779,6.78571428571429,464394,45
"Little Rock-North Little Rock-Conway, AR Metro Area",2021,282372.19525066,8896.8125,5975.52638522427,178.53125,393881,1626
"Logan, UT-ID Metro Area",2018,36696.7398945518,0,1183.23198594025,1,70294,0
"Logan, UT-ID Metro Area",2019,36400.942206655,0,1097.1173380035,1,59153,0
"Logan, UT-ID Metro Area",2020,60768.3741830065,162.909090909091,1334.12418300654,9.54545454545454,79048,39
"Logan, UT-ID Metro Area",2021,72159.8683788122,103.538461538462,2137.40609951846,2.84615384615385,105269,18
"Longview, TX Metro Area",2018,48699.595890411,0,1100.17808219178,1,44070,0
"Longview, TX Metro Area",2019,83845.1094017094,0,1725.12991452991,1,69429,0
"Longview, TX Metro Area",2020,42090.092449923,203.75,977.303543913713,12.3,47169,6
"Longview, TX Metro Area",2021,96566.7472527473,8.18181818181818,1826.14128728414,1,97267,5
"Longview, WA Metro Area",2018,25180.4229249012,0,505.01581027668,1,15537,0
"Longview, WA Metro Area",2019,21919.8314176245,0,464.371647509579,1,19937,0
"Longview, WA Metro Area",2020,44060.7916666667,318,849.348958333333,17.8888888888889,31331,4
"Longview, WA Metro Area",2021,33849.6357142857,0,638.857142857143,1,42377,0
"Los Angeles-Long Beach-Anaheim, CA Metro Area",2018,6444835.8923445,299069.222222222,118334.409090909,6101.27777777778,8887467,32777
"Los Angeles-Long Beach-Anaheim, CA Metro Area",2019,6694828.24224344,328159.972972973,119081.306682578,6964.62162162162,9137507,37765
"Los Angeles-Long Beach-Anaheim, CA Metro Area",2020,7864032.50057274,409004.236842105,140212.576174112,7450,11862264,42991
"Los Angeles-Long Beach-Anaheim, CA Metro Area",2021,8416846.16628702,564399.973684211,124885.832574032,8951.18421052631,12145784,49029
"Louisville/Jefferson County, KY-IN Metro Area",2018,522335.290456432,15740.8666666667,11901.2157676349,515.3,562527,1691
"Louisville/Jefferson County, KY-IN Metro Area",2019,539787.719101124,811.84375,11731.3146067416,32.46875,539947,255
"Louisville/Jefferson County, KY-IN Metro Area",2020,546436.393421053,14477.303030303,11412.4486842105,654.69696969697,602902,1756
"Louisville/Jefferson County, KY-IN Metro Area",2021,735787.524310118,15769.3235294118,14597.5308804205,502.941176470588,701873,1762
"Lubbock, TX Metro Area",2018,80602.5519877676,0,2320.52140672783,1,117170,0
"Lubbock, TX Metro Area",2019,72985.320754717,0,2088.60220125786,1,103442,0
"Lubbock, TX Metro Area",2020,47713.0659971306,534.652173913043,1369.85078909613,18.4347826086957,69610,11
"Lubbock, TX Metro Area",2021,119867.350558659,15,3112.0251396648,1,174657,10
"Lynchburg, VA Metro Area",2018,59129.7401032702,0,1522.55593803787,1,79643,0
"Lynchburg, VA Metro Area",2019,76130.8561403509,0,1878.45087719298,1,92760,0
"Lynchburg, VA Metro Area",2020,69664.2387096774,248.5,1945.6435483871,13.4090909090909,91895,43
"Lynchburg, VA Metro Area",2021,79948.3895071542,34.5,2004.67408585056,1.22222222222222,153448,25
"Macon-Bibb County, GA Metro Area",2018,73432.883161512,0,1824.60996563574,1,64567,0
"Macon-Bibb County, GA Metro Area",2019,76334.7037037037,0,1807.86868686869,1,75733,0
"Macon-Bibb County, GA Metro Area",2020,83860.8759689922,246.346153846154,2059.2480620155,5.65384615384615,82247,53
"Macon-Bibb County, GA Metro Area",2021,94650.3376835237,754.703703703704,1722.72920065253,20.9259259259259,76899,308
"Madera, CA Metro Area",2018,7263.44262295082,0,177.267759562842,1,4568,0
"Madera, CA Metro Area",2019,9143.56974459725,0,220.200392927308,0,4646,0
"Madera, CA Metro Area",2020,29608.1285211268,16.4615384615385,748.538732394366,1.69230769230769,31821,5
"Madera, CA Metro Area",2021,14140.242582897,0,294.122164048866,1,9581,0
"Madison, WI Metro Area",2018,348552.071748879,0,6841.50373692078,1,286665,0
"Madison, WI Metro Area",2019,375844.243243243,0,6744.81381381381,1,307654,0
"Madison, WI Metro Area",2020,332635.675714286,334.736842105263,6074.26285714286,10.7368421052632,273672,15
"Madison, WI Metro Area",2021,513799.159059474,3019.14285714286,9057.51313969571,70.8571428571429,434943,328
"Manchester-Nashua, NH Metro Area",2018,179445.870426829,0,3454.56402439024,1,200557,0
"Manchester-Nashua, NH Metro Area",2019,233117.394321767,0,3769.68927444795,1,194668,0
"Manchester-Nashua, NH Metro Area",2020,283264.147937411,1235.76,4940.60597439545,61.76,236622,71
"Manchester-Nashua, NH Metro Area",2021,288275.107648725,3543.61538461538,4287.31161473088,150.961538461538,268464,339
"Manhattan, KS Metro Area",2018,21779.2749490835,0,747.851323828921,1,31027,0
"Manhattan, KS Metro Area",2019,21600.8255578093,0,610.107505070994,1,31588,0
"Manhattan, KS Metro Area",2020,22335.4222222222,0,687.512962962963,1,31720,0
"Manhattan, KS Metro Area",2021,30342.1125703565,0,810.461538461538,1,42933,0
"Mankato-North Mankato, MN Metro Area",2018,45454.152360515,0,1192.14163090129,1,35267,0
"Mankato-North Mankato, MN Metro Area",2019,54458.2442588726,0,1191.46346555324,1,41300,0
"Mankato-North Mankato, MN Metro Area",2020,67635.6393762183,0,1675.44834307992,1,43991,0
"Mankato-North Mankato, MN Metro Area",2021,34533.519379845,292.833333333333,821.505813953488,2.66666666666667,19926,30
"Mansfield, OH Metro Area",2018,22918.5011600928,0,698.563805104408,0,29042,0
"Mansfield, OH Metro Area",2019,28156.1615720524,0,846.615720524017,1,33071,0
"Mansfield, OH Metro Area",2020,38414.1866125761,66.2142857142857,992.350912778905,1.21428571428571,34071,8
"Mansfield, OH Metro Area",2021,56119.0218253968,12.5714285714286,1526.6626984127,1.07142857142857,53661,3
"McAllen-Edinburg-Mission, TX Metro Area",2018,104484.461760462,0,4034.45165945166,1,190472,0
"McAllen-Edinburg-Mission, TX Metro Area",2019,109118.001422475,0,4189.81934566145,1,175597,0
"McAllen-Edinburg-Mission, TX Metro Area",2020,90114.9603283174,51.3478260869565,3716.20109439125,1.8695652173913,158280,20
"McAllen-Edinburg-Mission, TX Metro Area",2021,171784.204,366,5709.67466666667,25.1818181818182,287605,52
"Medford, OR Metro Area",2018,62018.9077429984,0,1574.52388797364,1,98355,0
"Medford, OR Metro Area",2019,62596.5846905537,0,1537.75081433225,1,97928,0
"Medford, OR Metro Area",2020,71060.2989536622,266,1928.97159940209,26.4,122603,95
"Medford, OR Metro Area",2021,109197.678092399,0,2329.47093889717,1,141984,0
"Memphis, TN-MS-AR Metro Area",2018,447321.210306407,48780.064516129,10558.8621169916,1597.51612903226,400306,5361
"Memphis, TN-MS-AR Metro Area",2019,379870.502777778,32143.7352941176,8316.66388888889,1216.55882352941,334009,4691
"Memphis, TN-MS-AR Metro Area",2020,514077.728362184,44362.7272727273,11857.6830892144,1477,530221,6300
"Memphis, TN-MS-AR Metro Area",2021,662296.392811297,39121.3714285714,12459.7471116816,1359.97142857143,574134,6477
"Merced, CA Metro Area",2018,27435.987432675,0,754.734290843806,1,26838,0
"Merced, CA Metro Area",2019,25278.7469879518,0,721.986230636833,1,18734,0
"Merced, CA Metro Area",2020,44139.6090604027,85.2,983.476510067114,1,45277,11
"Merced, CA Metro Area",2021,65286.1023622047,810.083333333333,1421.36062992126,7.66666666666667,51756,40
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2018,2157280.46078431,128987.885714286,47253.9840686274,4164.42857142857,4894973,33078
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2019,2532758.03491272,127916.513513514,52502.078553616,4156.18918918919,4940074,34094
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2020,2772109.1872093,190834.461538462,60378.6953488372,6275.66666666667,6450648,41487
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2021,3099599.47435897,226609.552631579,58145.0291375291,6566.31578947368,6747355,57323
"Michigan City-La Porte, IN Metro Area",2018,24032.8123620309,0,673.938189845475,1,19064,0
"Michigan City-La Porte, IN Metro Area",2019,34106.6285097192,0,822.790496760259,1,26691,0
"Michigan City-La Porte, IN Metro Area",2020,44628.1349693252,919,1246.60940695297,30.7222222222222,44341,53
"Michigan City-La Porte, IN Metro Area",2021,19018.5128712871,72.1875,459.013861386139,2.25,18430,8
"Midland, MI Metro Area",2018,21296.1631701632,0,293.86013986014,1,3093,0
"Midland, MI Metro Area",2019,38382.0661764706,0,857.196078431373,0,24073,0
"Midland, MI Metro Area",2020,29088.0831408776,0,422.408775981524,0,5057,0
"Midland, MI Metro Area",2021,63252.3672566372,0,1202.73230088496,1,36330,0
"Midland, TX Metro Area",2018,152078.300157978,0,2108.78515007899,1,79104,0
"Midland, TX Metro Area",2019,125042.319749216,0,1900.48275862069,1,79207,0
"Midland, TX Metro Area",2020,164015.802612482,286.947368421053,2527.25399129173,8.89473684210526,108182,23
"Midland, TX Metro Area",2021,218423.024390244,317.8,2003.57245337159,7.1,124497,17
"Milwaukee-Waukesha-West Allis, WI Metro Area",2018,812037.47545582,32778.1935483871,16798.7952314165,1531.48387096774,701279,3895
"Milwaukee-Waukesha-West Allis, WI Metro Area",2019,831125.889502762,11756.96875,16703.7748618785,411.375,748950,1853
"Milwaukee-Waukesha-West Allis, WI Metro Area",2020,925897.839309429,2318.17647058824,20321.4581673307,64.4117647058823,935721,173
"Milwaukee-Waukesha-West Allis, WI Metro Area",2021,1011145.54699739,36455.9411764706,18577.0287206266,1189.14705882353,959305,5196
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2018,1860775.36202532,46460.0294117647,35975.7443037975,1800.91176470588,2000791,5494
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2019,1928950.2,81992.9117647059,35374.6580645161,3422.55882352941,1908699,6728
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2020,2316326.96924969,65715.5714285714,43348.3714637146,2659.71428571429,2525875,7999
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2021,2357253.9022646,125546.162162162,39351.5482717521,4506.48648648649,2651600,10385
"Missoula, MT Metro Area",2018,15360.6382978723,0,417.519503546099,1,30423,0
"Missoula, MT Metro Area",2019,38373.147260274,0,1051.41609589041,1,97177,0
"Missoula, MT Metro Area",2020,56854.2793209877,426.333333333333,1359.77160493827,36.9166666666667,112184,16
"Missoula, MT Metro Area",2021,62850.1700468019,0,1208.95631825273,1,109358,0
"Mobile, AL Metro Area",2018,130238.691813804,0,3078.34510433387,1,115655,0
"Mobile, AL Metro Area",2019,144558.510534846,0,3530.39870340357,1,155304,0
"Mobile, AL Metro Area",2020,176754.650381679,590.375,3737.53282442748,13.2916666666667,177179,41
"Mobile, AL Metro Area",2021,165493.553223388,3721.64285714286,3385.74662668666,94.9642857142857,170342,570
"Modesto, CA Metro Area",2018,132484.895833333,0,2832.83928571429,1,149564,0
"Modesto, CA Metro Area",2019,132905.541284404,0,2635.39296636086,1,129454,0
"Modesto, CA Metro Area",2020,73028.0879888268,79.8947368421053,1668.88687150838,1.57894736842105,90895,13
"Modesto, CA Metro Area",2021,189854.910810811,238.826086956522,3316.49459459459,3.21739130434783,219125,25
"Monroe, LA Metro Area",2018,50843.8969258589,0,1393.43037974684,1,67748,0
"Monroe, LA Metro Area",2019,47260.1128747795,0,1260.93121693122,1,56987,0
"Monroe, LA Metro Area",2020,50564.7033333333,16.8,1328.01833333333,2.28,73472,10
"Monroe, LA Metro Area",2021,64020.2602523659,36.6818181818182,1689.42586750789,1,92214,35
"Monroe, MI Metro Area",2018,26086.7683486239,0,610.048165137615,1,23416,0
"Monroe, MI Metro Area",2019,38345.5417607223,0,959.494356659142,1,28822,0
"Monroe, MI Metro Area",2020,36010.9960159363,23.2,800.366533864542,2.2,35431,8
"Monroe, MI Metro Area",2021,34048.0492125984,0,724.155511811024,1,30358,0
"Montgomery, AL Metro Area",2018,90741.3238993711,4973.13793103448,2276.57389937107,154.413793103448,102343,679
"Montgomery, AL Metro Area",2019,95759.7892234548,4020.07692307692,2453.77179080824,116.846153846154,119426,563
"Montgomery, AL Metro Area",2020,95198.5804093567,434.967741935484,2630.7514619883,13.3548387096774,121473,56
"Montgomery, AL Metro Area",2021,151130.978783593,8719.7,3412.81471004243,342.9,167547,1131
"Morgantown, WV Metro Area",2018,40342.2088974855,0,987.930367504836,1,32401,0
"Morgantown, WV Metro Area",2019,43081.5884543762,0,1012.74487895717,1,39982,0
"Morgantown, WV Metro Area",2020,43147.9684210526,9426.04545454545,1024.80175438596,228.5,44939,233
"Morgantown, WV Metro Area",2021,49491.0676818951,7303.7,1041.77157360406,137.5,35671,50
"Morristown, TN Metro Area",2018,27782.3251028807,0,910.347736625514,1,25527,0
"Morristown, TN Metro Area",2019,31321.1072210066,0,834.339168490153,1,16944,0
"Morristown, TN Metro Area",2020,35187.3609467456,0,937.325443786982,1,34951,0
"Morristown, TN Metro Area",2021,45115.0018518519,0,1246.33518518519,1,30337,0
"Mount Vernon-Anacortes, WA Metro Area",2018,41447.8066202091,0,868.294425087108,1,33795,0
"Mount Vernon-Anacortes, WA Metro Area",2019,36764.8342440801,0,817.333333333333,0,57914,0
"Mount Vernon-Anacortes, WA Metro Area",2020,43543.4868421053,721.777777777778,926.493421052632,18.7777777777778,66516,18
"Mount Vernon-Anacortes, WA Metro Area",2021,60449.4467408585,456,1212.52782193959,3,73560,10
"Muncie, IN Metro Area",2018,27482.2662192394,0,757.096196868009,1,17984,0
"Muncie, IN Metro Area",2019,28498.5369565217,0,765.291304347826,1,22238,0
"Muncie, IN Metro Area",2020,17400.3490196078,23.6,441.096078431373,1,9760,4
"Muncie, IN Metro Area",2021,38804.9288617886,0,934.719512195122,1,37878,0
"Muskegon, MI Metro Area",2018,67660.6206140351,0,1349.20394736842,0,30959,0
"Muskegon, MI Metro Area",2019,43931.1345381526,0,1076.56425702811,1,33384,0
"Muskegon, MI Metro Area",2020,49715.438976378,23.1764705882353,1299.0374015748,1.58823529411765,50885,4
"Muskegon, MI Metro Area",2021,27318.2327272727,0,629.670909090909,1,20528,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2018,86093.0743134087,4420.47619047619,2869.96445880452,278.714285714286,180997,148
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2019,109232.488888889,0,3721.43174603175,1,229717,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2020,127053.590379009,759.464285714286,3877.60787172012,29.8928571428571,256686,84
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",2021,155920.733524355,7381.25,4310.07306590258,151.5,321917,861
"Napa, CA Metro Area",2018,82271.2595673877,0,1390.1381031614,1,72240,0
"Napa, CA Metro Area",2019,92189.609375,0,1614.92534722222,1,71149,0
"Napa, CA Metro Area",2020,82236.0186625194,9.66666666666667,1614.35614307932,1,101146,14
"Napa, CA Metro Area",2021,86133.3269230769,0,1277.25443786982,1,81619,0
"Naples-Immokalee-Marco Island, FL Metro Area",2018,110083.122727273,0,2476.84090909091,1,238640,0
"Naples-Immokalee-Marco Island, FL Metro Area",2019,133962.021772939,0,2836.89891135303,1,258534,0
"Naples-Immokalee-Marco Island, FL Metro Area",2020,188151.211428571,86.7272727272727,3797.19571428571,4.09090909090909,276127,109
"Naples-Immokalee-Marco Island, FL Metro Area",2021,201057.36137931,25.3846153846154,3628.87862068966,1,365127,19
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2018,520568.48069241,2074.90909090909,10238.7709720373,95.0909090909091,442688,446
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2019,887036.346153846,22739.3125,17315.2811671088,656.9375,821625,2363
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2020,995335.965,8039.71875,20115.3675,170.90625,1116038,707
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",2021,1098748.75930521,11747.7941176471,19507.5732009926,278.176470588235,1113513,1957
"New Bern, NC Metro Area",2018,22946.1033057851,0,700.570247933884,1,27562,0
"New Bern, NC Metro Area",2019,18372.3326530612,0,579.74693877551,1,21005,0
"New Bern, NC Metro Area",2020,26106.9867424242,32,729.075757575758,3.94736842105263,30777,8
"New Bern, NC Metro Area",2021,9255.43369175627,197.230769230769,256.363799283154,8.69230769230769,13107,16
"New Haven-Milford, CT Metro Area",2018,355071.513081395,1540.30434782609,6872.8851744186,82.6521739130435,366497,330
"New Haven-Milford, CT Metro Area",2019,335298.688953488,3610.85714285714,7587.54215116279,134.785714285714,400897,741
"New Haven-Milford, CT Metro Area",2020,385292.945983379,441.461538461538,8198.21052631579,29.7307692307692,458451,27
"New Haven-Milford, CT Metro Area",2021,475933.756198347,11440.7037037037,8355.41873278237,368.407407407407,506250,1892
"New Orleans-Metairie, LA Metro Area",2018,459380.79047619,1244.23529411765,11756.906122449,38.7941176470588,614920,138
"New Orleans-Metairie, LA Metro Area",2019,532404.212038304,3196.5,12713.5239398085,107.84375,606745,442
"New Orleans-Metairie, LA Metro Area",2020,514569.500648508,43409.8611111111,12145.037613489,1757.44444444444,766848,4890
"New Orleans-Metairie, LA Metro Area",2021,640113.475949367,36047.2571428571,11379.9,1189.65714285714,843277,4218
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2018,11272123.4604317,333183.083333333,185640.991606715,8808.44444444445,14127013,62928
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2019,11919985.0813107,484653.324324324,191372.339805825,12879.3513513514,14194422,80325
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2020,12932540.8836406,486684.108108108,213486.276497696,15079.1351351351,17738164,89981
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",2021,13903602.5455581,676734.815789474,191441.219817768,14410.2894736842,17531538,113398
"Niles-Benton Harbor, MI Metro Area",2018,48461.737254902,0,1114.15294117647,1,47015,0
"Niles-Benton Harbor, MI Metro Area",2019,24907.1106870229,0,493.99427480916,1,14345,0
"Niles-Benton Harbor, MI Metro Area",2020,53787.2051282051,2880.30769230769,1335.02197802198,74.7692307692308,56073,53
"Niles-Benton Harbor, MI Metro Area",2021,31809.4432432432,3236.3125,598.513513513514,95.375,25917,153
"North Port-Sarasota-Bradenton, FL Metro Area",2018,246696.515714286,37.1111111111111,6403.02285714286,1,511262,19
"North Port-Sarasota-Bradenton, FL Metro Area",2019,214803.20984081,3451.27586206897,5130.12879884226,1,489539,23
"North Port-Sarasota-Bradenton, FL Metro Area",2020,287258.75613079,109.666666666667,6531.88555858311,5.55555555555556,634946,50
"North Port-Sarasota-Bradenton, FL Metro Area",2021,285883.214864865,221.142857142857,6091.31891891892,1.96428571428571,682755,113
"Norwich-New London, CT Metro Area",2018,71835.9686956522,0,1448.65043478261,1,77039,0
"Norwich-New London, CT Metro Area",2019,69087.4545454545,0,1504.01178451178,1,73582,0
"Norwich-New London, CT Metro Area",2020,91305.8587848933,629.714285714286,2092.80623973727,33.5,105958,19
"Norwich-New London, CT Metro Area",2021,92106.8227642276,21.9545454545455,1469.45365853659,1.90909090909091,79721,18
"Ocala, FL Metro Area",2018,41571.2021943574,0,1167.63479623824,1,81449,0
"Ocala, FL Metro Area",2019,64328.8596774194,0,1865.92096774194,1,130455,0
"Ocala, FL Metro Area",2020,77781.3613193403,231.291666666667,1958.04947526237,10.1666666666667,152076,56
"Ocala, FL Metro Area",2021,98636.2008608321,1810.14814814815,2395.71305595409,57.9259259259259,205221,579
"Ocean City, NJ Metro Area",2018,12228.2890792291,0,284.396145610278,1,18047,0
"Ocean City, NJ Metro Area",2019,33397.6095041322,0,689.130165289256,1,47431,0
"Ocean City, NJ Metro Area",2020,58360.2371916509,2.7,1095.93168880455,1,82569,2
"Ocean City, NJ Metro Area",2021,49621.8307984791,146.545454545455,956.697718631179,1,96640,38
"Odessa, TX Metro Area",2018,91717.6506024096,0,1457.97074010327,1,41112,0
"Odessa, TX Metro Area",2019,80645.3723776224,0,1385.06818181818,1,55833,0
"Odessa, TX Metro Area",2020,78571.7704160247,660.384615384615,1736.06009244992,24.4615384615385,61499,54
"Odessa, TX Metro Area",2021,72143.5279106858,0,1200.0701754386,1,56671,0
"Ogden-Clearfield, UT Metro Area",2018,158473.017751479,0,3999.81360946746,1,271857,0
"Ogden-Clearfield, UT Metro Area",2019,184086.128985507,0,4574.06231884058,1,339990,0
"Ogden-Clearfield, UT Metro Area",2020,237701.763736264,3581.52631578947,5498.40659340659,46.4736842105263,406395,158
"Ogden-Clearfield, UT Metro Area",2021,232651.939790576,88.0869565217391,5151.84031413613,7.30434782608696,427976,20
"Oklahoma City, OK Metro Area",2018,443596.006596306,15170.1333333333,10602.6622691293,560.1,709300,1878
"Oklahoma City, OK Metro Area",2019,471326.252287582,10114.0588235294,10643.9346405229,506.088235294118,719338,1510
"Oklahoma City, OK Metro Area",2020,504322.526510481,15180.696969697,11598.241676942,433.121212121212,934064,2892
"Oklahoma City, OK Metro Area",2021,629746.287454324,27345.71875,13127.2545676005,748.0625,947628,3062
"Olympia-Tumwater, WA Metro Area",2018,52114.4842767296,0,1402.03301886792,1,103397,0
"Olympia-Tumwater, WA Metro Area",2019,53089.1109350238,0,1215.15213946117,1,77640,0
"Olympia-Tumwater, WA Metro Area",2020,67131.5501474926,736.4,1786.87020648968,17.15,137779,169
"Olympia-Tumwater, WA Metro Area",2021,96845.6861626248,5384.59090909091,1937.757489301,119.090909090909,163263,332
"Omaha-Council Bluffs, NE-IA Metro Area",2018,430663.079096045,0,9539.19915254237,1,456160,0
"Omaha-Council Bluffs, NE-IA Metro Area",2019,471086.407092199,7592.18181818182,10284.5489361702,265.863636363636,465328,583
"Omaha-Council Bluffs, NE-IA Metro Area",2020,485384.462050599,5192.83333333333,10215.8255659121,128.333333333333,537066,276
"Omaha-Council Bluffs, NE-IA Metro Area",2021,518630.530799476,2724.64285714286,10164.3931847969,52.0714285714286,612750,195
"Orlando-Kissimmee-Sanford, FL Metro Area",2018,888642.416988417,27854.0303030303,21115.1274131274,872.575757575758,1460710,7541
"Orlando-Kissimmee-Sanford, FL Metro Area",2019,1043540.20155039,43776.7647058823,22398.9147286822,1081.14705882353,1474375,9625
"Orlando-Kissimmee-Sanford, FL Metro Area",2020,1006043.27228916,55103.5945945946,24486.0530120482,1762.18918918919,1950493,12391
"Orlando-Kissimmee-Sanford, FL Metro Area",2021,1194902.40952381,60739.3783783784,24295.4,1599.56756756757,2073222,13736
"Oshkosh-Neenah, WI Metro Area",2018,89765.4677419355,0,2165.13911290323,1,50325,0
"Oshkosh-Neenah, WI Metro Area",2019,89615.6571428571,0,2062.29795918367,1,42087,0
"Oshkosh-Neenah, WI Metro Area",2020,62566.7423076923,3263.1,1161.83846153846,132.7,17810,15
"Oshkosh-Neenah, WI Metro Area",2021,121296.203866432,963.5,2331.71528998243,39.1666666666667,65611,8
"Owensboro, KY Metro Area",2018,17143.4937759336,0,392.192946058091,1,10193,0
"Owensboro, KY Metro Area",2019,52119.3233404711,0,1906.40471092077,1,24909,0
"Owensboro, KY Metro Area",2020,65401.016563147,0,1542.42857142857,0,42328,0
"Owensboro, KY Metro Area",2021,50931.8986354776,0,1271.98440545809,1,32415,0
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2018,240491.124492558,10912.2592592593,5043.45466847091,232.481481481481,434195,917
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2019,275699.43153527,16962.6296296296,5300.7939142462,306.407407407407,415237,1019
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2020,294639.387886598,10718.4230769231,6180.30927835052,181.576923076923,534094,210
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2021,398065.703084833,23913.7826086957,7194.56426735219,367,601502,336
"Palm Bay-Melbourne-Titusville, FL Metro Area",2018,161462.337797619,0,4339.49553571429,1,314141,0
"Palm Bay-Melbourne-Titusville, FL Metro Area",2019,174319.998498498,0,4233.45645645646,1,273136,0
"Palm Bay-Melbourne-Titusville, FL Metro Area",2020,183953.540425532,64.7407407407407,4491.0695035461,2.07407407407407,381588,18
"Palm Bay-Melbourne-Titusville, FL Metro Area",2021,223413.521262003,389.033333333333,4569.780521262,9.03333333333333,379855,120
"Panama City, FL Metro Area",2018,46354.106271777,0,1437.76829268293,1,82677,0
"Panama City, FL Metro Area",2019,25123.1767764298,0,631.518197573657,1,38645,0
"Panama City, FL Metro Area",2020,60815.8883415435,97.8333333333333,1657.62725779967,7.55555555555556,102765,14
"Panama City, FL Metro Area",2021,63579.3139158576,70.6315789473684,1592.18608414239,1.31578947368421,107175,9
"Parkersburg-Vienna, WV Metro Area",2018,16630.4847826087,0,550.54347826087,1,14985,0
"Parkersburg-Vienna, WV Metro Area",2019,16184.9957627119,0,473.430084745763,1,15644,0
"Parkersburg-Vienna, WV Metro Area",2020,11699.6748971193,0,340.27366255144,1,10035,0
"Parkersburg-Vienna, WV Metro Area",2021,20731.3179190751,0,550.271676300578,1,25592,0
"Pensacola-Ferry Pass-Brent, FL Metro Area",2018,67692.7279874214,0,1806.97798742138,1,88304,0
"Pensacola-Ferry Pass-Brent, FL Metro Area",2019,110602.396024465,0,3031.85321100917,1,168056,0
"Pensacola-Ferry Pass-Brent, FL Metro Area",2020,145824,426.96,3513.29725829726,16.84,219252,28
"Pensacola-Ferry Pass-Brent, FL Metro Area",2021,90375.95371669,470.64,1930.00981767181,12.56,132980,63
"Peoria, IL Metro Area",2018,145071.570928196,0,3139.30823117338,1,125514,0
"Peoria, IL Metro Area",2019,148824.207612457,0,3074.03460207612,1,111032,0
"Peoria, IL Metro Area",2020,136521.890453834,288.5,2750.75273865415,26,126448,299
"Peoria, IL Metro Area",2021,172046.014195584,2256.72727272727,3475.2523659306,66.1363636363636,159110,248
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2018,3087878.17146433,132174.147058824,56916.3504380476,4605.44117647059,3154777,13844
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2019,3268303.89056604,137237,57268.2767295598,5105.69696969697,3228484,15936
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2020,3506979.46462264,152011.324324324,63109.1485849057,4472.56756756757,3878531,17050
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2021,3757089.91853601,168699.378378378,61036.774498229,5237.83783783784,4123510,23113
"Phoenix-Mesa-Scottsdale, AZ Metro Area",2018,1752929.50248756,31616.3235294118,37431.4937810945,1289.85294117647,2066910,5461
"Phoenix-Mesa-Scottsdale, AZ Metro Area",2019,1935409.41895262,22407.8484848485,39408.4800498753,820.181818181818,2162774,3276
"Phoenix-Mesa-Scottsdale, AZ Metro Area",2020,2205221.59022119,79182.8571428571,45160.8859138533,2656.02857142857,2804950,4410
"Phoenix-Mesa-Scottsdale, AZ Metro Area",2021,2389128.56111758,83272.9166666667,44312.8533178114,2808.77777777778,2963786,8315
"Pine Bluff, AR Metro Area",2018,20327.2407407407,0,517.099537037037,1,17547,0
"Pine Bluff, AR Metro Area",2019,6310.10913140312,0,169.02004454343,1,3540,0
"Pine Bluff, AR Metro Area",2020,16883.2848101266,1155.16666666667,498.955696202532,15.5,14149,328
"Pine Bluff, AR Metro Area",2021,17577.3414179104,1045.70588235294,475.938432835821,20.4705882352941,23253,133
"Pittsburgh, PA Metro Area",2018,1100615.84844384,20492,23546.9634641407,569.533333333333,1102211,2065
"Pittsburgh, PA Metro Area",2019,1119686.36750999,19542.28125,22632.9214380826,609.78125,1074706,1776
"Pittsburgh, PA Metro Area",2020,1182600.71755725,5310.22857142857,25038.3702290076,135.085714285714,1404338,595
